arch,fold,train_loss,val_loss,accuracy,precision,recall,f1,model_path
EXP01_ResNet50_Baseline,1,1.0015814059191315,2.3121217793347886,0.5665167095115681,0.5803548066383771,0.5665167095115681,0.5683603237790119,outputs/EXP01_ResNet50_Baseline_fold1.pth
EXP01_ResNet50_Baseline,2,1.0171176993448507,2.3396216655264097,0.5645886889460154,0.5798790999934216,0.5645886889460154,0.5667795974199009,outputs/EXP01_ResNet50_Baseline_fold2.pth
EXP01_ResNet50_Baseline,3,1.06517855259937,2.314023646773124,0.5644487303117969,0.5797579781006136,0.5644487303117969,0.5674501954971173,outputs/EXP01_ResNet50_Baseline_fold3.pth
EXP01_ResNet50_Baseline,4,1.1438127598296708,2.338684184210641,0.5560912889746062,0.5733867726494858,0.5560912889746062,0.5580991483594341,outputs/EXP01_ResNet50_Baseline_fold4.pth
EXP01_ResNet50_Baseline,5,1.092522659920788,2.3557453642086106,0.5557698489231758,0.5748100880984073,0.5557698489231758,0.5582444427160319,outputs/EXP01_ResNet50_Baseline_fold5.pth
